"","player_name","batter","pitch_seq","description","hit_speed","hit_angle"
"1785","Jose Quintana",434670,"FT|FF","In play, run(s)","105","18.59"
"1786","Jose Quintana",434670,"FF|FF","Called Strike","null","null"
"1790","Jose Quintana",456030,"CH|CU","Called Strike","null","null"
"1794","Jose Quintana",571918,"CU|FF","In play, out(s)","65.1","86.35"
"1796","Jose Quintana",455759,"FF|FF","Foul","null","null"
"1797","Jose Quintana",455759,"FF|FF","Foul","null","null"
"1800","Jose Quintana",455759,"FF|CU","In play, out(s)","null","null"
"1801","Jose Quintana",455759,"CU|CU","In play, out(s)","null","null"
"1803","Jose Quintana",605141,"FF|FF","In play, no out","106.2","-5.3"
"1806","Jose Quintana",593428,"FF|CU","In play, run(s)","null","null"
"1807","Jose Quintana",593428,"CU|FT","Called Strike","null","null"
"1810","Jose Quintana",455759,"CU|CU","Called Strike","null","null"
"1811","Jose Quintana",455759,"CU|FF","In play, out(s)","74.9","46.53"
"1813","Jose Quintana",456030,"FF|FT","In play, out(s)","91.8","25.99"
"1814","Jose Quintana",456030,"FT|FF","Called Strike","null","null"
"1817","Jose Quintana",605141,"CU|FF","In play, no out","106.6","18.18"
"1821","Jose Quintana",543768,"CU|FT","Foul","null","null"
"1823","Jose Quintana",543768,"FT|CU","Called Strike","null","null"
"1825","Jose Quintana",543768,"CU|CU","In play, out(s)","74.7","22.17"
"1828","Jose Quintana",120074,"FT|FT","Foul","null","null"
"1829","Jose Quintana",120074,"FT|CU","In play, out(s)","78.6","25.63"
"1830","Jose Quintana",120074,"CU|FF","Called Strike","null","null"
"1833","Jose Quintana",598265,"FF|FT","In play, run(s)","97.6","-2.97"
"1834","Jose Quintana",598265,"FT|CU","Called Strike","null","null"
"1835","Jose Quintana",598265,"CU|FT","Swinging Strike","null","null"
"1840","Jose Quintana",434658,"FF|FF","Called Strike","null","null"
"1843","Jose Quintana",543401,"CU|CU","Swinging Strike","null","null"
"1845","Jose Quintana",543401,"FF|FF","Called Strike","null","null"
"1848","Jose Quintana",596019,"CH|FF","In play, run(s)","86.5","17.14"
"1851","Jose Quintana",435063,"FF|FF","In play, out(s)","91","60.37"
"1854","Jose Quintana",435063,"CH|FT","Foul","null","null"
"1856","Jose Quintana",467793,"FF|FF","Foul","null","null"
"1857","Jose Quintana",467793,"FF|FT","Called Strike","null","null"
"1858","Jose Quintana",467793,"FT|FF","Called Strike","null","null"
"1859","Jose Quintana",467793,"FF|CU","Swinging Strike","null","null"
"1861","Jose Quintana",608070,"FF|FF","In play, no out","88.2","15.5"
"1864","Jose Quintana",460269,"CU|FT","Foul","null","null"
"1866","Jose Quintana",460269,"FF|FF","In play, out(s)","101.9","37.22"
"1867","Jose Quintana",460269,"FF|FF","Called Strike","null","null"
"1868","Jose Quintana",460269,"FF|FT","Called Strike","null","null"
"1870","Jose Quintana",492841,"CH|FT","In play, out(s)","84.5","21.02"
"1871","Jose Quintana",492841,"FT|FF","Called Strike","null","null"
"1875","Jose Quintana",543401,"FF|FF","In play, out(s)","82.9","-3.13"
"1877","Jose Quintana",467793,"CH|FF","Foul","null","null"
"1878","Jose Quintana",467793,"FF|CH","Called Strike","null","null"
"1880","Jose Quintana",467793,"FF|CU","Swinging Strike","null","null"
"1883","Jose Quintana",608070,"FT|CU","In play, out(s)","93","39.75"
"1885","Jose Quintana",608070,"CU|FF","Called Strike","null","null"
"1887","Jose Quintana",460269,"FF|FF","In play, out(s)","68.1","11.53"
"1890","Jose Quintana",434658,"FF|FF","Swinging Strike","null","null"
"1891","Jose Quintana",434658,"FF|FF","Foul","null","null"
"1896","Jose Quintana",596019,"FT|CH","Called Strike","null","null"
"1900","Jose Quintana",608070,"FF|FF","Called Strike","null","null"
"1902","Jose Quintana",608070,"FF|FF","Foul","null","null"
"1906","Jose Quintana",502082,"FT|CU","In play, out(s)","84.7","29.29"
"1908","Jose Quintana",502082,"FF|FF","Swinging Strike","null","null"
"1910","Jose Quintana",492841,"CU|FF","Foul","null","null"
"1911","Jose Quintana",492841,"FF|FF","Foul","null","4.01"
"1913","Jose Quintana",492841,"CU|FT","In play, no out","null","null"
"1915","Jose Quintana",434658,"FT|CU","Foul","null","null"
"1916","Jose Quintana",434658,"CU|CU","Swinging Strike","null","null"
"1918","Jose Quintana",596019,"FF|CU","In play, out(s)","98.5","-5.98"
"1922","Jose Quintana",435063,"FT|FT","Called Strike","null","null"
"1923","Jose Quintana",435063,"FT|FF","Foul","null","null"
"1924","Jose Quintana",435063,"FF|CU","Foul","null","null"
"1926","Jose Quintana",435063,"FT|CU","Foul","null","null"
"1927","Jose Quintana",435063,"CU|FF","In play, out(s)","89.6","-8.35"
"1928","Jose Quintana",435063,"FF|CH","Foul","null","null"
"1929","Jose Quintana",435063,"CH|FF","In play, out(s)","null","null"
"1931","Jose Quintana",435063,"CU|FT","Foul","null","null"
"1933","Jose Quintana",502082,"CU|FF","In play, out(s)","100.9","-11.64"
"1935","Jose Quintana",596019,"FF|FF","Called Strike","null","null"
"1936","Jose Quintana",596019,"FF|CU","Swinging Strike","null","null"
"1938","Jose Quintana",434658,"CU|CU","In play, out(s)","95.7","-6.13"
"1940","Jose Quintana",502082,"FF|FF","Called Strike","null","null"
"1941","Jose Quintana",502082,"FF|CU","Swinging Strike","null","null"
"1943","Jose Quintana",543401,"FF|FF","Called Strike","null","null"
"1944","Jose Quintana",543401,"FF|FF","Foul","null","null"
"1945","Jose Quintana",543401,"FF|CU","Called Strike","null","null"
"1946","Jose Quintana",543401,"CU|FF","In play, run(s)","104.7","12.27"
"1948","Jose Quintana",593160,"CU|FF","Called Strike","null","null"
"1950","Jose Quintana",444876,"FT|FT","In play, out(s)","80.2","30.93"
"1951","Jose Quintana",444876,"FT|FT","Called Strike","null","null"
"1953","Jose Quintana",543333,"FF|FT","Swinging Strike","null","null"
"1954","Jose Quintana",543333,"FT|FT","Swinging Strike","null","null"
"1955","Jose Quintana",543333,"FT|FF","Called Strike","null","null"
"1957","Jose Quintana",543333,"FT|FF","Foul","null","null"
"1959","Jose Quintana",456715,"FF|FF","Called Strike","null","null"
"1961","Jose Quintana",521692,"FF|FT","Swinging Strike","null","null"
"1962","Jose Quintana",521692,"FT|FT","Called Strike","null","null"
"1963","Jose Quintana",521692,"FT|CH","Foul","null","null"
"1966","Jose Quintana",518568,"FT|FT","Foul","null","null"
"1967","Jose Quintana",518568,"FT|CU","Swinging Strike (Blocked)","null","null"
"1968","Jose Quintana",518568,"CU|FT","Called Strike","null","null"
"1970","Jose Quintana",593160,"FF|FT","Foul","null","null"
"1972","Jose Quintana",593160,"CH|FT","Called Strike","null","null"
"1973","Jose Quintana",593160,"FT|FF","Foul","null","null"
"1974","Jose Quintana",593160,"FF|FT","Foul","null","null"
"1976","Jose Quintana",593160,"FT|FT","Called Strike","null","null"
"1978","Jose Quintana",444876,"CH|CU","Swinging Strike","null","null"
"1979","Jose Quintana",444876,"CU|CU","Swinging Strike","null","null"
"1983","Jose Quintana",434778,"CU|CU","Called Strike","null","null"
"1985","Jose Quintana",434778,"CH|FT","In play, run(s)","99.2","24.27"
"1987","Jose Quintana",521692,"FT|FT","In play, out(s)","95.3","27.67"
"1991","Jose Quintana",449181,"FT|FT","Foul","null","null"
"1992","Jose Quintana",449181,"FT|FT","Foul","null","null"
"1994","Jose Quintana",449181,"CU|CU","Swinging Strike","null","null"
"1997","Jose Quintana",596144,"FT|CH","In play, out(s)","76.8","-8.28"
"1999","Jose Quintana",518568,"FT|FT","Foul","null","null"
"2000","Jose Quintana",518568,"FT|FF","Foul","null","null"
"2002","Jose Quintana",518568,"CH|CU","Swinging Strike","null","null"
"2005","Jose Quintana",543333,"FF|FF","Foul","null","null"
"2006","Jose Quintana",543333,"FF|CU","Swinging Strike (Blocked)","null","null"
"2007","Jose Quintana",543333,"CU|FT","Called Strike","null","null"
"2008","Jose Quintana",543333,"FT|FF","Swinging Strike","null","null"
"2011","Jose Quintana",456715,"FT|CH","Foul","null","null"
"2012","Jose Quintana",456715,"CH|FT","Called Strike","null","null"
"2013","Jose Quintana",456715,"FT|FT","Foul","null","null"
"2015","Jose Quintana",456715,"FT|CH","Foul","null","null"
"2017","Jose Quintana",434778,"FT|FT","Foul","null","null"
"2018","Jose Quintana",434778,"FT|FT","In play, out(s)","85.7","43.56"
"2020","Jose Quintana",521692,"CH|CH","Called Strike","null","null"
"2021","Jose Quintana",521692,"CH|FT","Foul","null","null"
"2024","Jose Quintana",521692,"FT|FT","Foul","null","null"
"2025","Jose Quintana",521692,"FT|FT","Called Strike","null","null"
"2027","Jose Quintana",449181,"FT|FT","In play, out(s)","81.9","49.68"
"2028","Jose Quintana",449181,"FT|CU","Called Strike","null","null"
"2029","Jose Quintana",449181,"CU|FT","Foul","null","null"
"2033","Jose Quintana",518568,"CU|FT","In play, no out","89.7","-5.87"
"2037","Jose Quintana",593160,"FT|CU","Called Strike","null","null"
"2038","Jose Quintana",593160,"CU|FF","Foul","null","null"
"2040","Jose Quintana",593160,"FF|FT","Called Strike","null","null"
"2041","Jose Quintana",593160,"FT|CH","In play, out(s)","86.9","-0.95"
"2043","Jose Quintana",543333,"CU|CU","Called Strike","null","null"
"2045","Jose Quintana",434778,"FT|FT","In play, out(s)","90","-16.06"
"2048","Jose Quintana",444876,"FF|FF","In play, out(s)","82.6","28.67"
"2049","Jose Quintana",444876,"FF|FT","Swinging Strike","null","null"
"2050","Jose Quintana",444876,"FT|FF","Called Strike","null","null"
"2053","Jose Quintana",596144,"FF|FT","In play, run(s)","91.1","29.8"
"2055","Jose Quintana",596144,"FF|CU","Called Strike","null","null"
"2063","Jose Quintana",502110,"FF|CH","Foul","null","null"
"2065","Jose Quintana",457708,"CU|FF","Swinging Strike","null","null"
"2067","Jose Quintana",457708,"CH|FT","Foul","null","null"
"2068","Jose Quintana",457708,"FT|FF","Called Strike","null","null"
"2072","Jose Quintana",543510,"CU|FF","Called Strike","null","null"
"2073","Jose Quintana",543510,"FF|FT","In play, out(s)","102.4","3.94"
"2075","Jose Quintana",578428,"FF|CH","Called Strike","null","null"
"2076","Jose Quintana",578428,"CH|FF","Foul","null","null"
"2078","Jose Quintana",578428,"FT|CU","Swinging Strike","null","null"
"2081","Jose Quintana",435079,"CH|FF","In play, out(s)","82.2","36.36"
"2084","Jose Quintana",457727,"FF|FF","Swinging Strike","null","null"
"2085","Jose Quintana",457727,"FF|FF","Foul","null","null"
"2089","Jose Quintana",457727,"FT|FT","Foul","null","null"
"2092","Jose Quintana",400121,"CH|FT","Called Strike","null","null"
"2093","Jose Quintana",400121,"FT|CU","Foul","null","null"
"2094","Jose Quintana",400121,"CU|CH","Swinging Strike","null","null"
"2095","Jose Quintana",400121,"CH|CU","Called Strike","null","null"
"2099","Jose Quintana",502110,"CU|FF","In play, out(s)","70.9","60.08"
"2100","Jose Quintana",502110,"FF|CU","Swinging Strike","null","null"
"2103","Jose Quintana",457708,"CH|FF","In play, no out","111.9","10.02"
"2106","Jose Quintana",578428,"FF|CU","Foul","null","null"
"2108","Jose Quintana",578428,"CU|FT","Called Strike","null","null"
"2110","Jose Quintana",435079,"FT|FF","In play, no out","63.2","27.91"
"2111","Jose Quintana",435079,"FF|CH","Called Strike","null","null"
"2115","Jose Quintana",457727,"CH|FF","In play, no out","71.2","19.07"
"2116","Jose Quintana",457727,"FF|CU","Called Strike","null","null"
"2122","Jose Quintana",400121,"FF|FF","Foul","null","null"
"2123","Jose Quintana",400121,"FF|CH","In play, out(s)","null","null"
"2127","Jose Quintana",502110,"FT|FF","Foul","null","null"
"2134","Jose Quintana",457727,"FF|FF","Called Strike","null","null"
"2135","Jose Quintana",457727,"FF|CH","Swinging Strike","null","null"
"2136","Jose Quintana",457727,"CH|FF","In play, out(s)","78.2","0.16"
"2140","Jose Quintana",543510,"FF|FF","Foul","null","null"
"2141","Jose Quintana",543510,"FF|FF","Foul","null","null"
"2142","Jose Quintana",543510,"FF|CU","In play, out(s)","85.4","37.03"
"2144","Jose Quintana",592206,"FF|CH","Foul","null","null"
"2147","Jose Quintana",592206,"CH|FF","Foul","null","null"
"2148","Jose Quintana",592206,"FF|FF","Foul","null","null"
"2149","Jose Quintana",592206,"FF|CU","Foul","null","null"
"2151","Jose Quintana",592206,"FT|CU","Foul","null","null"
"2152","Jose Quintana",592206,"CU|CU","Foul","null","null"
"2153","Jose Quintana",592206,"CU|FF","Foul","null","null"
"2154","Jose Quintana",592206,"FF|FF","In play, out(s)","83.4","-16.27"
"2157","Jose Quintana",457708,"FF|FF","In play, run(s)","111.3","13.2"
"2161","Jose Quintana",501571,"FF|FT","In play, out(s)","63.7","0.08"
"2162","Jose Quintana",501571,"FT|FF","Called Strike","null","null"
"2166","Jose Quintana",493316,"CH|FT","Foul","null","null"
"2167","Jose Quintana",493316,"FT|FF","Called Strike","null","null"
"2172","Jose Quintana",435522,"CU|FT","Foul","null","null"
"2174","Jose Quintana",435522,"FF|FF","Swinging Strike","null","null"
"2176","Jose Quintana",435522,"CU|FF","Swinging Strike","null","null"
"2179","Jose Quintana",527038,"CU|FF","Swinging Strike","null","null"
"2180","Jose Quintana",527038,"FF|FF","Foul","null","null"
"2183","Jose Quintana",457477,"FF|CU","Called Strike","null","null"
"2185","Jose Quintana",457477,"CU|FF","Swinging Strike","null","null"
"2190","Jose Quintana",571841,"CU|FF","In play, out(s)","77.5","55.36"
"2195","Jose Quintana",452678,"FT|CU","Swinging Strike (Blocked)","null","null"
"2196","Jose Quintana",452678,"CU|CU","Called Strike","null","null"
"2197","Jose Quintana",452678,"CU|CU","Swinging Strike","null","null"
"2198","Jose Quintana",452678,"CU|FF","Foul","null","null"
"2200","Jose Quintana",493316,"CH|CU","Called Strike","null","null"
"2201","Jose Quintana",493316,"CU|CH","Called Strike","null","null"
"2202","Jose Quintana",493316,"CH|FF","In play, no out","93.6","14.32"
"2204","Jose Quintana",435522,"FF|CH","Foul","null","null"
"2211","Jose Quintana",527038,"FT|CH","In play, out(s)","null","null"
"2217","Jose Quintana",518774,"CU|FF","Foul","null","null"
"2218","Jose Quintana",518774,"FF|CU","Foul","null","null"
"2219","Jose Quintana",518774,"CU|CU","Swinging Strike","null","null"
"2222","Jose Quintana",501571,"CH|FT","Foul","null","null"
"2223","Jose Quintana",501571,"FT|CH","Foul","null","null"
"2224","Jose Quintana",501571,"CH|CU","Foul","null","null"
"2226","Jose Quintana",452678,"FF|CU","Called Strike","null","null"
"2227","Jose Quintana",452678,"CU|FT","Swinging Strike","null","null"
"2228","Jose Quintana",452678,"FT|FT","In play, out(s)","93.4","16.51"
"2230","Jose Quintana",493316,"FF|CU","In play, out(s)","100","35.69"
"2232","Jose Quintana",493316,"FF|FF","Called Strike","null","null"
"2236","Jose Quintana",527038,"FT|CH","Foul","null","null"
"2238","Jose Quintana",527038,"FF|CH","Foul","null","null"
"2239","Jose Quintana",527038,"CH|FT","In play, no out","104.6","3.73"
"2241","Jose Quintana",425784,"CU|FT","Foul","null","null"
"2242","Jose Quintana",425784,"FT|CU","Foul","null","null"
"2245","Jose Quintana",425784,"FF|CU","Called Strike","null","null"
"2247","Jose Quintana",425784,"CU|FF","Foul","null","null"
"2250","Jose Quintana",571841,"CU|FF","In play, out(s)","85.5","42.98"
"2251","Jose Quintana",571841,"FF|FF","Called Strike","null","null"
"2256","Jose Quintana",493472,"CU|FF","In play, out(s)","null","null"
"2257","Jose Quintana",493472,"FF|CU","Called Strike","null","null"
"2264","Jose Quintana",425784,"CU|CU","Foul","null","null"
"2265","Jose Quintana",425784,"CU|FF","Foul","null","null"
"2266","Jose Quintana",425784,"FF|FF","Called Strike","null","null"
"2268","Jose Quintana",425784,"FT|CU","In play, out(s)","62.4","11.42"
"2271","Jose Quintana",457477,"FF|FF","In play, out(s)","null","null"
"2272","Jose Quintana",457477,"FF|FF","In play, out(s)","94.2","32.06"
"2275","Jose Quintana",435063,"FF|FT","Swinging Strike","null","null"
"2276","Jose Quintana",435063,"FT|FF","Called Strike","null","null"
"2279","Jose Quintana",435063,"FT|FF","Foul (Runner Going)","null","null"
"2280","Jose Quintana",435063,"FF|CU","Swinging Strike","null","null"
"2285","Jose Quintana",346874,"FF|FF","Called Strike","null","null"
"2286","Jose Quintana",346874,"FF|FT","Called Strike","null","null"
"2287","Jose Quintana",346874,"FT|CH","In play, out(s)","94.3","-18.22"
"2294","Jose Quintana",434658,"CU|FF","Foul","null","null"
"2295","Jose Quintana",434658,"FF|FF","Foul","null","null"
"2296","Jose Quintana",434658,"FF|FF","Called Strike","null","null"
"2299","Jose Quintana",543401,"FF|FF","Foul","null","null"
"2300","Jose Quintana",543401,"FF|CU","Foul (Runner Going)","null","null"
"2303","Jose Quintana",543401,"FT|CU","Swinging Strike (Blocked)","null","null"
"2305","Jose Quintana",435063,"FF|FF","Foul (Runner Going)","null","null"
"2306","Jose Quintana",435063,"FF|FF","Foul","null","null"
"2307","Jose Quintana",435063,"FF|CU","Foul","null","null"
"2308","Jose Quintana",435063,"CU|FF","Swinging Strike","null","null"
"2309","Jose Quintana",435063,"FF|FT","Called Strike","null","null"
"2310","Jose Quintana",435063,"FT|FF","Foul","null","null"
"2311","Jose Quintana",435063,"FF|FF","Foul","null","null"
"2313","Jose Quintana",435063,"CU|CU","Foul","null","null"
"2314","Jose Quintana",435063,"CU|FT","Foul","null","null"
"2316","Jose Quintana",467793,"CH|FT","Called Strike","null","null"
"2317","Jose Quintana",467793,"FT|FF","In play, no out","105.6","-2.51"
"2320","Jose Quintana",346874,"FT|FF","In play, run(s)","96.5","32.15"
"2322","Jose Quintana",543228,"CU|CU","Swinging Strike (Blocked)","null","null"
"2323","Jose Quintana",543228,"CU|FT","Swinging Strike","null","null"
"2327","Jose Quintana",502082,"FF|FT","Called Strike","null","null"
"2328","Jose Quintana",502082,"FT|FT","In play, no out","102.8","10.42"
"2330","Jose Quintana",434658,"CU|FF","In play, out(s)","69.7","-1.19"
"2334","Jose Quintana",608070,"FF|FT","Called Strike","null","null"
"2336","Jose Quintana",608070,"FT|FT","Foul","null","null"
"2337","Jose Quintana",608070,"FT|FF","Foul","null","null"
"2338","Jose Quintana",608070,"FF|FF","Called Strike","null","null"
"2340","Jose Quintana",608070,"CU|FF","Swinging Strike","null","null"
"2342","Jose Quintana",435063,"CU|FT","Foul","null","null"
"2343","Jose Quintana",435063,"FT|CU","Foul","null","null"
"2344","Jose Quintana",435063,"CU|FF","Swinging Strike","null","null"
"2346","Jose Quintana",435063,"CU|FT","Called Strike","null","null"
"2349","Jose Quintana",467793,"FF|FF","In play, out(s)","82","7.93"
"2353","Jose Quintana",543228,"FF|CU","Foul","null","null"
"2356","Jose Quintana",543228,"FF|FF","Foul","null","null"
"2357","Jose Quintana",543228,"FF|FF","Called Strike","null","null"
"2358","Jose Quintana",543228,"FF|FF","Swinging Strike","null","null"
"2361","Jose Quintana",434658,"FT|FF","Swinging Strike","null","null"
"2362","Jose Quintana",434658,"FF|FT","Called Strike","null","null"
"2366","Jose Quintana",608070,"FF|CH","Foul","null","null"
"2367","Jose Quintana",608070,"CH|FF","Foul","null","null"
"2368","Jose Quintana",608070,"FF|FT","Foul","null","null"
"2369","Jose Quintana",608070,"FT|FT","Called Strike","null","null"
"2370","Jose Quintana",608070,"FT|FF","Foul","null","null"
"2373","Jose Quintana",608070,"CH|CU","Hit By Pitch","null","null"
"2377","Jose Quintana",543401,"FF|FF","Called Strike","null","null"
"2378","Jose Quintana",543401,"FF|FF","Foul","null","null"
"2379","Jose Quintana",543401,"FF|CU","In play, out(s)","null","null"
"2382","Jose Quintana",407781,"CU|FT","In play, out(s)","73.7","66.16"
"2384","Jose Quintana",608070,"CU|CU","Called Strike","null","null"
"2386","Jose Quintana",407781,"FF|FT","In play, out(s)","94.6","42"
"2388","Jose Quintana",407781,"CU|FF","Foul","null","null"
"2391","Jose Quintana",456715,"FF|FF","In play, out(s)","null","null"
"2394","Jose Quintana",596144,"CU|FF","In play, out(s)","58.3","14.79"
"2395","Jose Quintana",596144,"FF|FT","Foul","null","null"
"2397","Jose Quintana",596144,"CU|CU","Foul","null","null"
"2402","Jose Quintana",543333,"CU|FF","Called Strike","null","null"
"2404","Jose Quintana",543333,"FT|FF","Swinging Strike","null","null"
"2407","Jose Quintana",434778,"FT|CU","Swinging Strike","null","null"
"2408","Jose Quintana",434778,"CU|FF","Called Strike","null","null"
"2409","Jose Quintana",434778,"FF|CH","Called Strike","null","null"
"2413","Jose Quintana",460086,"CU|FT","Foul","null","null"
"2416","Jose Quintana",596144,"CU|FT","Foul","null","null"
"2419","Jose Quintana",596144,"FT|FF","Foul","null","null"
"2420","Jose Quintana",596144,"FF|FF","In play, out(s)","79.3","40.35"
"2423","Jose Quintana",449181,"CH|FF","Called Strike","null","null"
"2425","Jose Quintana",449181,"FT|FT","Foul","null","null"
"2426","Jose Quintana",449181,"FT|FF","Swinging Strike","null","null"
"2427","Jose Quintana",449181,"FF|FF","Called Strike","null","null"
"2429","Jose Quintana",449181,"CU|FF","Foul","null","null"
"2431","Jose Quintana",543333,"FF|FT","In play, out(s)","null","null"
"2432","Jose Quintana",543333,"FT|CU","Called Strike","null","null"
"2435","Jose Quintana",543333,"FF|FF","Foul","null","null"
"2437","Jose Quintana",434778,"FF|CU","Called Strike","null","null"
"2438","Jose Quintana",434778,"CU|FF","Called Strike","null","null"
"2439","Jose Quintana",434778,"FF|FF","In play, out(s)","99.6","23.83"
"2442","Jose Quintana",521692,"CU|FF","Swinging Strike","null","null"
"2443","Jose Quintana",521692,"FF|FF","Foul","null","null"
"2445","Jose Quintana",521692,"FT|CU","In play, out(s)","73","5.31"
"2449","Jose Quintana",460086,"CU|FT","Swinging Strike","null","null"
"2451","Jose Quintana",460086,"CU|FF","Foul","null","null"
"2452","Jose Quintana",460086,"FF|FT","Foul","null","null"
"2454","Jose Quintana",408299,"FF|FF","Called Strike","null","null"
"2456","Jose Quintana",449181,"CU|CU","Called Strike","null","null"
"2458","Jose Quintana",444876,"FF|FT","In play, no out","90.6","9.67"
"2459","Jose Quintana",444876,"FT|CU","Called Strike","null","null"
"2461","Jose Quintana",456715,"CU|FT","Foul","null","null"
"2462","Jose Quintana",456715,"FT|FT","Foul","null","null"
"2465","Jose Quintana",434778,"FT|CU","In play, run(s)","102.2","3.66"
"2468","Jose Quintana",521692,"CH|FT","Swinging Strike","null","null"
"2469","Jose Quintana",521692,"FT|FT","Swinging Strike","null","null"
"2471","Jose Quintana",521692,"FT|FF","Foul","null","null"
"2474","Jose Quintana",460086,"CU|CU","In play, no out","92.4","19.29"
"2476","Jose Quintana",596144,"FT|FT","Called Strike","null","null"
"2480","Jose Quintana",444876,"CU|FF","Called Strike","null","null"
"2482","Jose Quintana",458731,"FF|FF","Called Strike","null","null"
"2484","Jose Quintana",516770,"FF|FF","Foul","null","null"
"2485","Jose Quintana",516770,"FF|FT","Called Strike","null","null"
"2488","Jose Quintana",407893,"FF|FF","Called Strike","null","null"
"2489","Jose Quintana",407893,"FF|CU","In play, out(s)","79","24.98"
"2491","Jose Quintana",136860,"FF|FT","Called Strike","null","null"
"2497","Jose Quintana",452104,"CU|CH","Foul","null","null"
"2500","Jose Quintana",543305,"FF|FT","Called Strike","null","null"
"2503","Jose Quintana",519222,"FF|FT","In play, no out","100.7","19.77"
"2504","Jose Quintana",519222,"FT|FF","Foul","null","null"
"2509","Jose Quintana",407893,"CH|FF","Foul","null","null"
"2510","Jose Quintana",407893,"FF|FF","Called Strike","null","null"
"2511","Jose Quintana",407893,"FF|CU","Called Strike","null","null"
"2514","Jose Quintana",452104,"CU|FT","Called Strike","null","null"
"2516","Jose Quintana",452104,"FT|FF","In play, out(s)","68.6","51.47"
"2518","Jose Quintana",544369,"FF|FF","Called Strike","null","null"
"2521","Jose Quintana",458731,"CU|FT","Called Strike","null","null"
"2522","Jose Quintana",458731,"FT|FF","Foul","null","null"
"2523","Jose Quintana",458731,"FF|FF","Called Strike","null","null"
"2524","Jose Quintana",458731,"FF|FT","Foul","null","null"
"2525","Jose Quintana",458731,"FT|FT","Foul","null","null"
"2526","Jose Quintana",458731,"FT|CU","Swinging Strike (Blocked)","null","null"
"2528","Jose Quintana",516770,"FT|FF","Swinging Strike","null","null"
"2529","Jose Quintana",516770,"FF|FF","Called Strike","null","null"
"2531","Jose Quintana",407893,"FF|CU","Foul","null","null"
"2537","Jose Quintana",435263,"FT|FT","Foul","null","null"
"2538","Jose Quintana",435263,"FT|FF","Foul","null","null"
"2539","Jose Quintana",435263,"FF|FT","Foul","null","null"
"2540","Jose Quintana",435263,"FT|CU","Foul","null","null"
"2541","Jose Quintana",435263,"CU|FF","Called Strike","null","null"
"2543","Jose Quintana",435263,"CU|FT","Foul","null","null"
"2544","Jose Quintana",435263,"FT|CU","In play, out(s)","81.3","-3.32"
"2546","Jose Quintana",543305,"FF|CU","Swinging Strike","null","null"
"2547","Jose Quintana",543305,"CU|FF","Swinging Strike","null","null"
"2548","Jose Quintana",543305,"FF|FF","Foul","null","null"
"2550","Jose Quintana",544369,"CU|CU","Foul","null","null"
"2551","Jose Quintana",544369,"CU|FT","In play, no out","79.1","-18.88"
"2558","Jose Quintana",435263,"CU|CU","In play, out(s)","null","null"
"2560","Jose Quintana",435263,"FT|CU","Called Strike","null","null"
"2561","Jose Quintana",435263,"CU|FT","Foul","null","null"
"2562","Jose Quintana",435263,"FT|CU","Called Strike","null","null"
"2563","Jose Quintana",435263,"CU|FF","Foul","null","null"
"2565","Jose Quintana",435263,"FF|CU","Foul","null","null"
"2568","Jose Quintana",435263,"CU|FT","Foul","null","null"
"2569","Jose Quintana",435263,"FT|FT","Foul","null","null"
"2570","Jose Quintana",435263,"FT|FT","In play, out(s)","96.8","-4.35"
"2572","Jose Quintana",543305,"CU|CU","In play, out(s)","84.9","-9.01"
"2573","Jose Quintana",543305,"CU|CU","Foul","null","null"
"2575","Jose Quintana",452104,"CU|FF","Foul","null","null"
"2576","Jose Quintana",452104,"FF|CU","Foul","null","null"
"2577","Jose Quintana",452104,"CU|CH","Foul","null","null"
"2579","Jose Quintana",452104,"CU|FF","Swinging Strike","null","null"
"2580","Jose Quintana",452104,"FF|CU","In play, out(s)","98.9","33.83"
"2582","Jose Quintana",456488,"FF|FF","Called Strike","null","null"
"2584","Jose Quintana",593871,"FF|FF","Foul","null","null"
"2587","Jose Quintana",593871,"FF|FF","Called Strike","null","null"
"2590","Jose Quintana",593934,"CH|CU","Called Strike","null","null"
"2592","Jose Quintana",461858,"FF|FF","Swinging Strike","null","null"
"2593","Jose Quintana",461858,"FF|FF","Foul","null","null"
"2596","Jose Quintana",666560,"FF|FF","In play, out(s)","null","null"
"2597","Jose Quintana",666560,"FF|FF","Foul","null","null"
"2601","Jose Quintana",518991,"FF|FF","Foul","null","null"
"2602","Jose Quintana",518991,"FF|CU","Called Strike","null","null"
"2603","Jose Quintana",518991,"CU|FF","Called Strike","null","null"
"2606","Jose Quintana",593871,"FT|CU","In play, run(s)","96.5","-10.82"
"2607","Jose Quintana",593871,"CU|CU","Called Strike","null","null"
"2608","Jose Quintana",593871,"CU|FT","Foul","null","null"
"2613","Jose Quintana",593934,"FF|CU","Foul","null","null"
"2614","Jose Quintana",593934,"CU|FF","In play, out(s)","103","2.53"
"2616","Jose Quintana",461858,"FT|FF","Called Strike","null","null"
"2617","Jose Quintana",461858,"FF|FT","In play, no out","99.8","-10.6"
"2623","Jose Quintana",542455,"FF|FT","In play, no out","93.8","16.6"
"2626","Jose Quintana",518991,"FT|FF","Foul","null","null"
"2628","Jose Quintana",518991,"CH|CU","Swinging Strike (Blocked)","null","null"
"2630","Jose Quintana",518542,"FT|FF","Called Strike","null","null"
"2631","Jose Quintana",518542,"FF|FF","Called Strike","null","null"
"2634","Jose Quintana",592696,"FT|FF","Foul","null","null"
